S1_TN	S1_TP	S2_TN	S2_TP	S3_TN	S3_TP	S4_TN	S4_TP	S5_TN	S5_TP	S6_TN	S6_TP	S7_TN	S7_TP
OR8K2P	1570	1331	3463	3392	4615	3433	4886	4125	2853	2381	3731	3049	3235	3069
RP11-111M22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2562J17.4	25	28	15	62	46	75	14	37	37	42	18	31	8	27
GLTPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000442.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5BN2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006621.6	0	0	0	0	1	0	2	0	0	0	0	0	0	0
RP11-805J14.3	216	269	195	317	127	139	212	227	250	332	147	202	71	173
RP11-589N15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX17-AS1	1	5	2	4	3	1	1	8	2	4	4	1	2	5
RP11-659P15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-655M14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-791M13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-97I14.1	0	3	2	8	18	5	7	3	1	5	2	12	0	0
EID3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYATL1P3	15	5	13	21	12	17	4	12	23	21	21	19	2	80
MSH5-SAPCD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TOLLIP-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-535N6.2	56	59	104	132	48	81	33	178	60	73	62	109	99	92
RNY1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2313N18.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-754B17.1	7	16	7	33	5	14	9	2	19	33	5	11	26	4
RP11-318C2.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-428C19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-646J21.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-358N4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPE1P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1047A19.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2609K8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-726G23.11	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-670N15.1	2	1	0	1	1	0	0	0	0	0	1	0	0	0
RP11-646J21.3	24	19	29	49	30	41	26	54	30	42	34	51	36	30
RP11-313I2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5AM1P	1	0	2	0	0	0	0	0	0	0	0	0	0	0
AP003068.12	16	20	38	18	105	59	54	7	34	18	4	2	114	113
RP11-481A20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-277K23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002954.3	264	241	350	272	259	148	711	255	380	280	380	330	537	472
RP11-532E4.2	0	2	5	10	3	3	13	0	1	9	6	10	0	17
RP11-686G23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-324J3.1	29	37	33	23	42	40	117	53	42	60	34	26	75	23
CCDC166	0	1	0	0	0	0	0	0	1	3	0	0	0	0
CTD-2517M22.14	1	0	2	1	3	9	5	2	3	2	4	1	2	5
RP11-720D4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-313I2.7	18	21	5	5	4	6	1	3	24	24	10	16	6	6
RP11-514F3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-699F16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-507F16.1	2	5	5	2	9	13	6	14	9	9	9	7	1	10
GLYATL1P1	149	219	1	558	5	514	32	678	124	347	7	319	214	344
TRIM51DP	6	10	30	48	57	77	188	42	22	19	32	63	28	75
RP11-626H12.1	74	253	22	202	37	163	9	70	160	470	62	266	114	274
NANOGP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-945A11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSU72P2	169	143	147	389	374	453	220	690	181	190	181	241	525	300
OR4A17P	13	14	15	17	45	23	63	39	16	25	14	11	98	137
RP11-750H9.5	0	0	1	0	1	1	1	0	0	0	0	0	0	0
SNHG9	6	15	8	20	6	20	17	22	17	2	7	20	206	22
RP11-227P3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003068.18	312	321	362	391	146	138	528	232	525	529	230	201	114	177
RP11-350N15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-541C22.5	21	6	11	19	3	6	16	17	2	13	1	3	22	14
OR7E2P	5	1	0	2	0	0	0	0	0	0	0	1	3	0
RP11-738O11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED28P5	92	76	165	113	166	127	88	60	120	126	86	66	108	137
RP11-403D15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-305G21.1	231	235	287	316	245	145	494	235	235	278	340	276	818	538
RP11-794P6.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-258O13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-344L21.1	1	1	3	3	1	3	1	2	3	3	9	2	0	1
RP11-1195F20.7	18	25	14	28	32	25	16	28	44	49	16	22	32	43
NPM1P35	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-163O19.10	2	1	2	1	0	0	27	0	13	2	0	0	0	0
OR4R1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-831A10.1	0	0	1	0	0	0	0	0	0	2	0	6	0	0
OR5J7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5BC1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-716H6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX18P5	14	25	17	7	8	5	11	3	7	18	4	6	0	0
CARD17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETP17	0	3	4	3	6	1	0	0	4	1	6	1	0	0
OR5M11	6	7	1	1	8	1	14	0	6	0	4	3	0	0
CTD-3065J16.9	1	1	1	3	0	0	14	1	2	4	1	1	0	0
OR8B6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2210P24.3	13	17	29	44	32	25	40	30	26	35	70	59	18	73
RP11-460B17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-304M2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-901A4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS36P4	6	2	8	16	1	3	0	2	2	0	0	7	0	0
RP11-438N5.4	1297	1670	1201	1437	1045	1257	836	1121	1652	2188	1429	1699	741	1662
RP11-755E23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-727A23.10	4	12	16	16	20	14	118	69	11	9	10	26	6	13
RP11-313I2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2655K5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-317D12.3	2	1	1	0	0	0	0	1	3	0	0	0	0	0
RFPL4AP1	22	10	7	12	17	10	22	10	3	20	5	9	15	2
AP002954.6	17	35	6	31	8	21	3	16	5	47	9	38	1	47
RP11-142C4.6	0	0	1	1	0	0	0	0	1	2	0	0	0	0
RP11-164N3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2507G9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-583F24.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FXYD6-FXYD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-179A16.2	8693	7455	19411	18683	11864	9649	18347	21490	14467	14941	18987	17201	10178	12115
CTD-2523D13.1	204	157	527	502	488	527	292	399	426	419	690	644	503	554
RP11-166D19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2005H7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23D1	2	4	4	3	0	3	0	4	2	2	3	3	0	1
RP1-65P5.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP11-303G3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1AP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R1AP1	4	2	5	14	18	5	12	2	25	11	30	11	0	0
RP5-916O11.2	19	38	49	87	46	38	173	247	47	35	37	61	7	70
AC025016.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RP11-448P19.1	4	0	8	9	7	2	0	0	15	2	3	0	0	9
ZNF123P	0	0	1	1	0	4	0	0	0	2	3	0	0	0
CTD-3224I3.3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OR7E4P	1	6	4	1	4	4	0	0	1	6	2	0	2	0
TCEB2P2	0	0	0	0	0	0	0	0	0	0	0	3	0	0
TMA16P1	82	88	130	149	208	143	274	379	184	195	208	214	245	229
RP11-734C14.2	65	54	59	77	22	44	31	124	147	194	33	38	39	35
RP11-430H10.2	0	0	0	0	2	1	2	4	0	0	0	0	1	2
RP11-707M1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-702F3.4	6	3	0	2	1	6	0	0	0	3	1	1	0	1
NAV2-IT1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
RP4-594L9.2	0	0	0	0	0	0	0	15	0	1	0	5	0	0
RP11-646J21.6	6	7	9	10	9	4	3	17	10	9	14	3	29	5
AF238378.7	1	3	5	3	0	2	0	46	8	2	0	2	0	10
TMPRSS4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-279N23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRM1-AS1	0	2	2	2	2	0	1	48	2	3	0	0	58	4
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-375D13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2530H12.5	3	2	2	8	4	8	1	3	3	15	8	8	4	0
RP11-460B17.1	2	0	0	0	0	0	2	0	0	1	0	0	2	2
WTAPP1	105	96	112	187	304	288	429	315	213	206	209	140	244	469
RP11-72M10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006621.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-358N4.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-708L7.7	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SNRPGP16	3	1	1	1	2	7	0	0	1	0	1	3	11	1
RP4-562D20.2	0	0	0	0	0	0	1	0	0	0	1	0	0	0
RP11-91I20.1	374	391	592	751	673	1086	863	922	387	365	456	513	415	746
RP11-701I24.1	14	16	0	11	1	6	0	1	3	11	0	13	0	0
AP002884.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-787P24.1	0	2	5	5	0	1	1	0	3	0	7	3	1	0
OR4A50P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-745I13.1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RP11-757C15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4A41P	20	27	17	98	10	57	4	53	25	34	36	90	19	49
OR8G5	21	35	93	51	66	26	19	87	41	67	66	83	19	158
RP11-655C2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-148I19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-624G17.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EID1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OR5BA1P	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OR4A46P	3	3	4	2	6	2	17	4	2	2	6	9	0	0
RP11-529A4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-901A4.1	152	151	110	172	110	178	68	44	181	304	33	115	27	59
OR52B2	0	0	0	0	0	0	0	0	0	0	5	1	0	0
RP11-428C19.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-756D7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF131215.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-160H12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4C7P	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-1082L8.2	1	0	0	0	3	1	0	0	0	0	1	0	2	5
RP11-702F3.3	3	9	38	9	10	3	8	0	18	14	42	21	5	6
OR8A3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-664H7.2	40	27	26	51	17	38	47	66	59	63	23	22	10	16
RP11-688I9.2	1889	2611	2337	3587	3588	4223	2934	5244	2684	3734	5048	5651	1722	2817
RP11-655M14.13	35	41	21	21	11	15	18	5	20	27	12	18	44	2
ENPP7P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-755F10.1	680	582	515	659	426	549	671	410	772	866	466	640	743	590
RP11-91I20.4	33	15	43	109	66	38	128	8	75	79	151	118	68	16
RP11-22P4.1	1	0	0	3	2	1	0	0	2	3	0	5	3	2
LINC01495	18	15	11	21	9	31	30	37	19	27	15	7	60	6
RP11-96B2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2530H12.4	0	0	0	5	0	0	0	0	0	1	0	0	0	0
RP11-555G19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-326C3.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0
H2AFZP4	2	2	10	10	5	7	22	1	16	21	23	19	70	70
RP11-736I10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-201M22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000435.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-708L7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-358H18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-94P11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-315O6.1	233	259	233	503	275	405	390	537	262	353	327	413	178	440
RP11-107P7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-411B6.6	0	0	1	0	0	0	0	1	0	1	1	0	0	7
RP11-484D2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8Q1P	1	2	4	2	0	0	0	0	0	1	4	4	0	0
RP11-762B21.5	0	0	2	1	1	3	0	0	1	1	0	1	0	0
RP11-299M14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-469N6.2	68	75	161	273	137	156	137	141	128	199	113	145	31	21
CTD-2337I7.1	9	14	14	27	12	8	14	4	23	19	42	23	33	7
NOX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-40H19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-700F16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4A7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-37O16.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP11-567I13.1	1	5	1	3	0	1	0	1	3	8	5	2	0	1
PPP1R10P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-382M14.1	23	36	57	82	20	69	23	134	47	62	40	52	7	6
RP11-148O21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000640.2	0	0	0	1	3	1	1	0	2	1	3	4	0	4
RP11-277E18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-34N19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-567O18.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-529A4.15	18	12	24	23	33	18	32	23	6	9	29	8	99	6
RP11-412B14.2	0	1	0	0	0	0	0	0	0	2	0	1	0	0
RP11-619A14.3	0	6	1	1	1	0	9	1	4	3	1	0	0	35
RP11-672A2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-94A24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-776K3.1	153	250	463	310	550	313	135	308	275	330	549	332	164	192
RP11-1134I14.8	4	1	0	2	0	0	0	0	1	1	1	1	0	0
RP13-726E6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-54J7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-740D6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCSP25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPCML-IT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3064C13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-65P5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-360K13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUXAP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCSP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-684B20.1	48	57	45	104	25	34	32	39	53	80	31	70	86	44
AP001258.5	93	111	70	149	119	242	307	148	98	138	70	96	101	185
RP11-718B12.2	3	0	3	1	8	0	0	0	0	1	3	0	0	0
RP11-770J1.4	0	0	2	0	0	0	0	0	0	0	2	1	0	0
UBTFL10	8	10	2	5	3	7	3	7	11	15	10	10	5	9
OR5BR1P	44	88	79	110	76	163	151	79	64	164	55	241	76	85
RP11-23F23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-124G5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf3	1	3	0	0	0	0	0	0	6	1	2	0	0	0
RP11-732A19.5	0	1	0	0	0	0	0	2	1	1	0	0	0	0
CTD-2028E8.1	0	0	0	0	1	0	0	17	0	0	0	0	0	0
RP11-736I10.1	0	1	0	1	2	4	0	0	0	3	1	1	7	0
C8orf49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2562J17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000857.2	3	0	0	0	0	0	0	0	4	3	2	0	0	27
AC022182.2	0	0	0	1	0	1	0	0	0	3	0	0	0	0
HCAR3	15	10	12	50	4	5	4	7	5	10	1	11	0	2
TBX5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-631K18.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-15D14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-696P8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000641.1	15	20	9	3	15	7	2	0	16	10	20	9	10	25
RP11-770G2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-713P17.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSF1-IT1	46	64	78	95	98	65	56	46	97	93	70	84	137	112
RP11-732A19.6	0	1	0	3	0	1	0	0	0	0	0	1	0	0
RP11-98J9.1	56	33	24	38	38	83	60	43	24	24	4	27	8	88
RP11-436P7.2	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LINC01059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-684B2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10AF1P	251	358	173	374	230	324	229	121	520	705	268	547	171	433
RP11-37O16.4	0	1	0	0	0	0	0	0	4	5	0	3	0	1
RP11-266A24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC23	72	70	114	147	47	54	41	64	95	86	111	77	54	84
CTD-2011F17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002954.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBLN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-589F4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8G3P	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2210P24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-350D17.2	207	207	366	247	672	146	105	104	274	191	702	367	794	325
RP11-794P6.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-643G5.6	0	0	0	2	0	2	0	0	0	1	0	0	0	0
CASP1P1	7	11	13	20	21	33	22	21	12	12	6	6	15	4
OR5B19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-831H9.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000479.1	43	20	20	19	26	66	2	18	41	47	24	9	40	2
CTD-2530H12.8	4	14	6	10	1	3	2	3	9	5	11	3	2	6
RP11-770J1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-510I21.1	13	7	7	14	6	9	30	33	13	12	8	8	28	26
CTD-2653D5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-196G11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-632K5.2	111	44	112	71	143	55	74	32	261	105	77	38	83	63
CTD-2616J11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-347H15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-68D18.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCSP27	3	8	1	7	4	4	1	0	3	11	1	2	0	0
RP11-573M3.3	3	4	2	8	1	6	2	3	12	10	11	12	5	6
CTD-2531D15.4	6	11	202	246	58	95	26	131	27	30	157	103	55	189
CTD-2210P24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-59M18.2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
RP11-91P24.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CTD-2063L20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-58K22.1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RP11-107P7.1	608	558	643	771	632	673	1179	1171	910	771	759	652	558	488
RP11-46P12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-890B15.3	1	4	1	1	0	1	0	2	0	1	1	6	2	0
CTD-2517M22.9	32	55	32	96	50	119	60	78	56	68	35	106	69	189
RP11-436P7.1	0	3	5	1	3	4	1	3	2	2	2	4	0	1
RP11-539G18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-52B19.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC20P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8I1P	0	0	0	0	0	0	0	0	0	1	1	0	0	0
RP11-483L5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-16F15.4	0	0	1	0	5	0	0	0	0	0	6	1	0	0
RP11-585F1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-264E20.1	184	181	244	215	310	307	216	445	357	313	208	189	272	178
OR5AL2P	267	275	394	702	360	454	395	492	249	344	352	381	361	383
RP11-144G7.2	0	0	0	1	0	0	0	0	0	1	0	0	0	0
RP11-867G23.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-113D6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-736K20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-998D10.1	50	48	39	67	20	44	9	24	56	87	34	42	16	11
RP11-234B24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-687M24.4	0	0	2	0	2	2	0	0	0	2	0	0	0	6
RP11-1H15.2	5	1	4	5	26	22	2	0	1	2	6	4	2	8
RP11-63D14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-867O8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-672A2.6	0	0	4	0	0	2	0	1	4	1	3	0	0	6
RP4-710M3.2	1	0	1	0	0	0	1	0	2	0	0	0	0	0
OR56A7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-315O6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000889.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-65M17.1	0	0	0	0	7	0	0	0	0	0	1	2	0	0
OR5G4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-313I2.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-513D5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-830E23.1	6	1	9	5	0	2	0	0	4	7	7	11	1	4
EIF4A2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1082L8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2381F24.1	1	3	1	5	0	8	0	0	5	5	8	8	1	5
RP11-131J4.12	24	33	68	99	18	36	72	108	22	22	46	66	2	1
LINC00681	40	52	1145	233	1172	100	177	390	202	272	1788	131	231	284
AC145124.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-587D21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-726G23.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-618K13.2	3	1	6	11	6	5	2	38	7	13	5	5	4	0
RP11-738O11.12	0	0	0	2	1	0	0	0	0	0	0	0	0	0
RP11-347H15.2	4	6	8	7	8	7	6	17	8	6	3	3	4	5
CARD18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-379J13.2	5	9	7	34	8	35	139	13	7	38	10	26	42	10
RP11-113K21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-788M5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-485O14.1	82	130	82	91	34	61	98	126	63	108	50	38	114	79
RP11-203F8.1	2	5	6	3	1	6	0	1	1	4	1	3	4	0
RP11-535A19.2	2	1	0	0	10	0	0	0	1	0	16	0	0	0
RP11-864I4.1	8	1	1	2	0	2	0	0	8	10	0	0	0	1
OR8A2P	3	2	1	0	3	1	0	0	0	1	0	0	0	2
RP11-1081L13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005135.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005363.9	2	2	0	1	1	0	0	0	3	1	3	2	0	4
OR4B2P	3	4	0	2	0	6	0	3	3	3	7	5	21	9
RP11-178H8.3	194	208	79	116	90	124	123	197	199	258	92	81	125	78
RP11-164N3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3074O7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-148O21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-958J22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-390K5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-607I7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPCP5	33	38	44	55	135	131	193	160	46	34	34	46	93	118
RP11-780O24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPIPB8	2	2	3	4	0	7	11	9	3	1	1	0	0	4
RP1-296L11.1	0	2	0	0	0	0	3	0	1	1	0	0	0	1
NEDD8-MDP1	35	29	113	61	110	34	270	36	88	52	131	68	38	19
RP11-56P9.4	305	371	477	787	646	685	772	858	370	438	598	615	432	495
RP11-25I9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2M	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1047A19.6	16	31	28	60	23	73	47	127	28	63	48	108	24	80
NDUFS5P6	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CTD-2026G22.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP11-326C3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
